,dialogue,gold_summary,predicted_summary
31,"#Person1#: Morning, Sue. Did you enjoy your holiday in the country?
#Person2#: Yes, thanks. We had a great time. And some friends went with us.
#Person1#: Where did you stay? In a hotel?
#Person2#: No. We camped in the mountains, near Snowdon. We cooked all our meals over an open fire.
#Person1#: Sounds wonderful. Was the weather good?
#Person2#: The sun shone nearly every day and it didn't rain at all.
#Person1#: Did you like the people there?
#Person2#: Yes, they were great. We met some farmers and had tea in their houses.
#Person1#: When did you get back? Last night?
#Person2#: No. This morning. You'll think we were mad. We got up at 4:30, left at 5 and arrived here at 9. I'm so tired. What about you? Did you have a good weekend?
#Person1#: Yes, but I didn't do much. I stayed at home. The weather was terrible.","Sue had a great holiday in the country, and the weather was good. #Person1# just stayed at home at the weekend because of the terrible weather.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
32,"#Person1#: Why didn't you tell me you had a girlfriend? 
#Person2#: Sorry, I thought you knew. 
#Person1#: But you should have told me you were in love with her. 
#Person2#: Didn't I? 
#Person1#: You know you didn't. 
#Person2#: Well, I'm telling you now. 
#Person1#: Yes, but you might have told me before. 
#Person2#: I didn't think you'd be interested. 
#Person1#: You can't be serious. How dare you not tell me you were going to marry her? 
#Person2#: Sorry, I didn't think it mattered. 
#Person1#: Oh, you men! You're all the same. ",#Person1# is angry because #Person2# didn't tell #Person1# that #Person2# had a girlfriend and would marry her.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
33,"#Person1#: Please make yourselves at home. Let me take your coats. Dinner is almost ready. I hope you brought your appetite 
#Person2#: Your house is lovely, Armand! Very interesting decor. . . very. . . Gothic. 
#Person3#: I think it's amazing! You have such good taste, Armand. I'm thinking of re-decorating my house. maybe you could give me a few pointers? 
#Person1#: It would be my pleasure. Please have a seat. Can I offer you a glass of wine? 
#Person3#: We would love some! 
#Person1#: Here you are. A very special merlot brought directly from my home country. It has a unique ingredient which gives it a pleasant aroma and superior flavor 
#Person3#: Mmm. . . it's delicious! 
#Person2#: It's a bit bitter for my taste. . . almost tastes like. . . like. . . 
#Person3#: Ellen! Ellen! Are you okay? 
#Person1#: Did she pass out? 
#Person3#: Yeah. . . 
#Person1#: I hope that you didn't poison her drink too much! You'll ruin our meal! ","Ellen and #Person3# visit Armand's house, and they have dinner together. The glass of wine provided by Armand is a bit bitter for Ellen, and she passes out.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
34,"#Person1#: I just bought a new dress. What do you think of it?
#Person2#: You look really great in it. So are you going to a job interview or a party?
#Person1#: No, I was invited to give a talk in my school.
#Person2#: So how much did you pay for it?
#Person1#: I pay just $70 for it. I saved $30.
#Person2#: That's really a bargain.
#Person1#: You're right. Well, what did you do while I was out shopping?
#Person2#: I watched TV for a while and then I did some reading. It wasn't a very interesting book so I just read a few pages. Then I took a shower.
#Person1#: I thought you said you were going to see Mike.
#Person2#: I'll go and visit him at his home tomorrow. He'll return home tomorrow morning.
#Person1#: I'm glad he can finally returned home after that accident.","While #Person1# made a bargain to buy a new dress, #Person2# watched TV, read a boring book, and took a shower at home.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
35,"#Person1#: Hi, is Olivia there, please?
#Person2#: I'm sorry. She's out for lunch. Do you want to leave a message?
#Person1#: Yes. This is Harris. Could you tell Olivia that I'll wait for her at the box office of the cinema at 7:10?
#Person2#: Sure, Harris. You'll wait for her at the box office at 10.
#Person1#: No, at 7:10.
#Person2#: Oh, sorry, at 7:10. I'll tell Olyvia.
#Person1#: Thank you.","Harris calls Olivia, but Olivia's out. #Person2# asks him to leave a message.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
36,"#Person1#: Hello, is this doctor, Smith's office?
#Person2#: Yes, it is. May I help you?
#Person1#: Yes, I'd like to speak to doctor Smith, please?
#Person2#: Doctor Smith went home this afternoon. May I ask who is calling?
#Person1#: This is Jim White.
#Person2#: Oh yes, mister White. Doctor Smith asked me to give you his home phone number.
#Person1#: Just a moment, please. Yes, what's the number?
#Person2#: His number is 77231059.
#Person1#: Thank you very much.
#Person2#: That's all right.","Jim calls Doctor Smith, but he isn't available. #Person2# asks Jim for his number.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
37,"#Person1#: Why are you so excited, Edward? Is there anything happy?
#Person2#: Of course. Not only happy, but also meaningful. I took the subway to school this morning. Iin the subway station, I saw one novel lying on a seat there and another near the elevator.
#Person1#: Really? They must have been put there by someone for sharing.
#Person2#: Yes, I was curious in red one. What a good way to kill time on the way. I plan to put my book there, too. Just for sharing.
#Person1#: Great. But please, place it in a proper place and don't bother the traffic.
#Person2#: OK, I will.",Edward is excited because he thinks it's a good way to put books on the subway for people to kill time.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
38,"#Person1#: Next week is your birthday party. How exciting! What do you want for your birthday?
#Person2#: Well, a car like yours would be fantastic.
#Person1#: Hmm...Maybe not a car just yet. You're only turning 9, you know? How about a doll?
#Person2#: Mom, I'm a boy. Boys don't play with stupid dolls, but a machine gun would be OK, too.
#Person1#: Well, not this time. Maybe we could get you a nice dress and a little purse, son. Maybe...
#Person2#: Maybe I should change my name to Mary since you seem to want a daughter so badly?","#Person2# wants a cool birthday present, but his mom wants to give him a sissy present.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
39,"#Person1#: Are you still watching the soap opera, Nancy?
#Person2#: Yeah. I can't take my eyes off that when it is on.
#Person1#: Is it that appealing?
#Person2#: Well, the cast of the opera isn't very strong and the story isn't so impressive, but the main actor's acting is really outstanding, who is handsome, too.
#Person1#: Shall we think you need a break right now? There is a football match on channel eight.
#Person2#: Oh, stop talking about that stupid match. I really don't understand why certain people are running after one ball.
#Person1#: If we can choose program, I'd rather watch the documentary, this kind of soap opera is really boring.
#Person2#: Everyone has his own taste. And have you ever heard of the saying, 'One man's meat is another's poison.'
#Person1#: But you been in front of TV for almost 5 hours, even at dinner time. I had to say you were the most selfish person I have ever seen.
#Person2#: Well, well, watch channel.","Nancy's watching a soap opera, but #Person1# wants to watch a football match. Nancy refuses to have a break, so #Person1# says she is selfish.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
40,"#Person1#: Mister Ewing said we should show up at the conference center at 4 o'clock, right?
#Person2#: Yes, he specially asked us not to be late. Some of the people from our East York branch office are coming and he wants to make a good impression on them. How are you getting there?
#Person1#: I was thinking of taking my car but I think I'm just going to take the underground because there is construction on the highway. What about you?
#Person2#: I'll be taking the underground as well. Why don't we go together? I've been to the conference center only once, and I'm not sure if I can find my way around there.","To get to the conference centre early, #Person1# and #Person2# decide to take the underground, and #Person2# proposes to go there together.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
41,"#Person1#: What's the accommodation like in London Ahmed?
#Person2#: Well, it's a bit difficult. There are thousands of overseas students here, you know.
#Person1#: Would it be better to stay in a hotel, to share a flat, or to stay with a family?
#Person2#: It would probably be better to stay with a family to begin with, Carla.
#Person1#: You wouldn't recommend sharing a flat?
#Person2#: No, I wouldn't move into a flat if I were you. You won't get much studying done in a flat. You'll spend half your time cooking and cleaning.
#Person1#: How can I find out about families who take in students?
#Person2#: There's a list at the student union building on campus. The people at the student union should be able to help you find a family to stay with.",#Person2# recommends Carla to stay with a family because living in a flat will take much time to cook and clean.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
42,"#Person1#: Excuse me where is the airport?
#Person2#: Um, it's pretty far away. I can show you on the map on my smart phone.
#Person1#: Oh, sorry, and what I meant is how can I get there?
#Person2#: Well, that depends. Do you want to get there quickly or cheaply?
#Person1#: Probably the latter would be better.
#Person2#: All right. If you go down one block and take a left, you'll see the number 12 subway station. Take the number 12 all the way to Grove Street. And then transferred to the airport express' train.
#Person1#: How will I know where to change trains?
#Person2#: There will be announcements on the train. But I'm sure there will also be a lot of other people with big suitcases. You can just follow them.",#Person1# asks #Person2# a cheap way to get to the airport. #Person2# guides #Person1# to take the subway and then transfer to the airport express's train.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
43,"#Person1#: Were you a leader when you were in college?
#Person2#: Yes. I was Propaganda department minister of our university.
#Person1#: Did you get any honors or awards at your university?
#Person2#: No. It ' s a pity about it.
#Person1#: Were you involved in any club activities at your university?
#Person2#: Yes. I was a member of the basketball Society. I like playing basketball.
#Person1#: What extracurricular activities did you usually take part in at your college?
#Person2#: I sometimes played basketball and sometimes played football.",#Person2# tells #Person1# #Person2# was Propaganda department minister and played basketball in college.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
44,"#Person1#: You have the right to remain silent. Anything you say can and will be used against you in a court of law. You have the right to have an attorney present during questioning. If you cannot afford an attorney, one will be appointed for you. Do you understand?
#Person2#: Yes.
#Person1#: What's your name?
#Person2#: My name is James.
#Person1#: What's your nationality?
#Person2#: American.
#Person1#: What's your relationship with the victim?
#Person2#: I don't know him.
#Person1#: Why did you attack the victim?
#Person2#: Because he beat me first when I tried to stop him from grabbing my bag and running away.
#Person1#: How many times did you stab the victim?
#Person2#: I stabbed his belly three times.
#Person1#: Did you know that your actions might cause serous injuries or death?
#Person2#: I knew, but I couldn't control myself.
#Person1#: Was it your intention to kill the victim?
#Person2#: No. I didn't kill him on purpose, madam. It's him who caused the incident. I need to see my attorney.
#Person1#: OK. Give me his number and we'll contact him.",#Person1# stabbed the victim because he beat #Person1# first and tried to grab #Person1#'s bag. #Person1# says he didn't kill him on purpose.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
45,"#Person1#: What kind of job do you intend to do?
#Person2#: I want to do some management job since I have three-year's work history.
#Person1#: What are your plans if you were hired?
#Person2#: I would apply my specialty and experience to my job and gradually move up to the management level in this company.",#Person2# tells #Person1# #Person2#'s ideal job and the job plan if hired.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
46,"#Person1#: Hello, this is Lucie Jing calling from Lincoln Bank. May I speak to Mr. Was, please?
#Person2#: Speaking.
#Person1#: Ah, hello, Mr. Was. I'm just calling about your new credit card. It has arrived with us, so you can either come to collect it, or we can send it on to you.
#Person2#: Sending it won't be necessary. I'm actually coming in for a meeting with my Personal Banker this afternoon.
#Person1#: What perfect timing!
#Person2#: Indeed. Is there anything I need to do before I collect it?
#Person1#: Not really. But we do recommend you to read through our terms and conditions again before you sign the card, just in case there is something you aren't happy with.
#Person2#: I'm sure it'll be fine. How about my PIN number?
#Person1#: That will be sent on to you within 2 working days. Then, you can start using your new card.
#Person2#: Great. I'll be in later today. Thanks for calling. Bye.","Lucie Jing phones for Mr. Was to talk about his new credit card. Mr. Was wants to collect it himself, and Lucie recommends him to read through the documents again before signing the card.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
47,"#Person1#: Thank you for lending me the book.
#Person2#: Sure. But it's a very difficult one, you need to have a dictionary at your elbow.
#Person1#: But I'm not used to looking up every new word when I'm reading a novel. I only look up the most necessary ones.",#Person1# borrows a book from #Person2# and will only look up the most necessary words.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
48,"#Person1#: Let's start out to discuss the question of payment terms.
#Person2#: I suppose you know very well that we require irrevocable letters of credit payable against presentation of shipping documents.
#Person1#: I fully understand your position. An irrevocable letter of credit ensures that the seller gets paid in time. But, on the other hand it would add to the buying costs. We've been, after all, trading partners for 3 years and you know us well. Can't you give us D / A or D / P?
#Person2#: I'm afraid it has been our practice so far to insist on payment by L / C.
#Person1#: But on our part, our government is reluctant to approve of L / C payment for our imports. And there is the licensing problem.
#Person2#: I understand that. Still, I'm not in a position to help you. Maybe we could do something later when we have had more and larger deals together.","#Person1# requests #Person2# to give them D / A or D / P but #Person2# insists on payment by L / C, so the business isn't done.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
49,"#Person1#: Hello, what can I do for you?
#Person2#: Um. . . Hello, I would like to open an account.
#Person1#: OK! What kind of account do you want to open?
#Person2#: I want to open a current account.
#Person1#: I will open it for you right now.
#Person2#: What's the minimum deposit for opening a current account?
#Person1#: It's 10 yuan. How much money do you want to deposit?
#Person2#: Well, here's 3, 000 yuan.
#Person1#: Please write down your name, address and the amount of your deposit here. And please choose a passcode of six numbers and confirm it.
#Person2#: OK, here you are.
#Person1#: Thank you. Please confirm your information and sign your name in the blank.
#Person2#: Done! What else should I do?
#Person1#: That's all. Here's your bank card, and here's the certificate of deposit. Bring your bank card with you every time you come to deposit or withdraw money.
#Person2#: OK. Thanks. Goodbye!
#Person1#: Bye!","#Person1# helps #Person2# open a current account, deposit 3,000 yuan, set the passcode and confirm all the information.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
50,"#Person1#: I am tired of everything in my life.
#Person2#: What? How happy you life is! I do envy you.
#Person1#: You don't know that I have been over-protected by my mother these years. I am really about to leave the family and spread my wings.
#Person2#: Maybe you are right.",#Person1# feels tired because of #Person1#'s mother's over-protection.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
51,"#Person1#: There are advertisements everywhere here in hong kong. The city is so bright at night, with all the neon signs.
#Person2#: I like it. It makes the city feel alive. I like all the different colors and I like the billboards with eye-catching pictures and slogans.
#Person1#: I think that there are too many of them. I think that companies spend far too much money on advertising. They should have lower prices instead. Then they would see more.
#Person2#: I see your point, but if companies didn't spend money on advertising, no one would hear about their products. I agree that some form of advertising can be annoying. I don't like it when people try to give you leaflets with information about products you have no intention of buying.
#Person1#: I really hate receiving spam. I also dislike having to listen to advertisements and jingles when they are broadcast in stores or on the subway.
#Person2#: Yes, that annoys me too. With billboards, you can look away, but with broadcasts, you can't avoid them. I like the way that advertising agencies use comedy in their campaign.
#Person1#: I like that too. I don't like the way that advertising campaign often tell you if you don't buy a certain product, you're not cool or modern or efficient or something.
#Person2#: That kind of advertising seems to be very common with brand name products. They are always trying to maintain brand loyalty.","#Person1# and #Person2# talk about advertisements in Hong Kong. #Person2# likes the billboards, while #Person1# thinks there're too many advertisements. They both hate leaflets and broadcasts but like the way that advertising agencies use comedy in their campaign.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
52,"#Person1#: Hi, Mr. Zhang. What's wrong? You don't look so happy. How was your date?
#Person2#: I was turned down again. It's frustrating. I guess you'Ve got to teach me some skills.
#Person1#: Me? I'm even less experienced than you are.
#Person2#: At least you know what American women generally like in a man.
#Person1#: Believe it or not, I guess American women like a man in good shape, which Chinese women may not care about so much. That's my honest opinion. I know you have been trying very hard.
#Person2#: American men are naturally taller than Chinese men. So even if I exercise, there aren't many chances.
#Person1#: No, that's not true. I'Ve met two American women who were married to Chinese. But those Chinese look very strong and healthy. So if you exercise more often, I bet it will surely be easier for you to date American girls. How old is Jacky Chan? He's small and short. But I bet he can have any American woman he wants.
#Person2#: You know, that's going to be a tremendous change for me. Because I never exercise.
#Person1#: Why don't you try then? Even if it doesn't help you find an American girl, you could still have a stronger and healthier body. You won't lose anything by doing that.",Mr. Zhang was turned down again and asks #Person1# to teach some skills. #Person1# thinks American women like a man in good shape and suggests Mr. Zhang try to exercise.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
53,"#Person1#: What sports do you think women excel at most?
#Person2#: I think women excel in every sport except the ones that are taboo for us to join in, like football.
#Person1#: I mean which ones are they better at than men?
#Person2#: Why do you care? Women and men are different all around. I don't think they can be compared.
#Person1#: That's a good point. Let me change my question. What sports do women like best?
#Person2#: Well, I know some women who love golf and I know others who love contact sports.
#Person1#: Are you saying that women can't be generally categorized?
#Person2#: Are you suggesting that anyone can be?",#Person1# asks #Person2# what sports women excel at and is better than men. #Person2# thinks men and women could not be compared.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
54,"#Person1#: Is there a city where it's always warm?
#Person2#: Yes, there are many cities where it's almost always warm. San Diego, for example.
#Person1#: Are there any other cities where it's always hot?
#Person2#: Many. Most of the cities in the southern part of the United States are hot all year.
#Person1#: But why do so many people live there?
#Person2#: Most people grow accustomed to the climate, but there are many others who complain about it all the time.
#Person1#: Are there any cities where it rains a lot?
#Person2#: Several. Two good examples are Seattle, in the state of Washington, and Portland, Oregon.
#Person1#: Tell us about some cold cities.
#Person2#: In the north there are many cities which are very cold in the winter. Boston and Chicago are two of them.
#Person1#: Is it always cold in Chicago and Boston?
#Person2#: Oh, no. On the contrary, there are many beautiful days, especially in the spring and fall.","#Person1# wants to know the cities where it's always warm, hot, rains a lot, and cold respectively, and #Person2# tells #Person1# these cities accordingly.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
55,"#Person1#: Julia, I would like to have a word with you. Have a seat.
#Person2#: Thank you.
#Person1#: According to your performance, I decided to give you a salary increase. From next month, there will be a 2, 000 yuan raise to your salary. Although your first raise might not sound considerable, the company believes that with your ability, sooner or later you'll get a better raise.
#Person2#: Thank you very much. Mr. George. As a newcomer, I understand that you have your consideration and I am satisfied with the raise.
#Person1#: I think you deserved this.
#Person2#: Thank you again. I'll keep doing my best.","Mr. George decides to give Julia a salary increase according to her performance, and Julia feels satisfied.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
56,"#Person1#: I'm afraid it's bad news for you. You haven't got the position.
#Person2#: Oh, no! I can't have failed. Are you sure?
#Person1#: I'm afraid so. I'm terribly sorry.
#Person2#: It sucks. But Arden told me he's satisfied with my qualifications and experience.
#Person1#: He's the only one of the several to decide this.
#Person2#: How am I going to face the fellows in our office? They thought I would be promoted. They must be waiting for my good news.
#Person1#: I don't think the thing can be that serious. You should face the result. Besides, I don't think the position is the best for you.
#Person2#: But I lost the chance.
#Person1#: Keep working hard, and then you will get another chance of promotion someday.",#Person1# tells #Person2# #Person2# hasn't got the position. #Person2# feels disappointed and #Person1# encourages #Person2# to keep working hard.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
57,"#Person1#: Hello, Sara are you finished packing yet? Do you need a hand?
#Person2#: Thanks. Dad, but I can manage it myself.
#Person1#: Make sure you have your ID card. You will need it while you travel.
#Person2#: Yes, I know. The problem is that I can't find it. Where did you put it?
#Person1#: All your important documents and certificates should be in the desk drawer.
#Person2#: Oh, yes, here it is.
#Person1#: Sara?
#Person2#: What's up?
#Person1#: Did you buy a map? Traveling can be really inconvenient without one, and you could even wind up lost
#Person2#: No. Dad. We have a tour guide.
#Person1#: Also, take these pills in case you have any airsickness, and take some cold medicine, too. How about some band-aids?
#Person2#: No, I won't get sick. I promise. Ok. I've finished. Bye, Dad. See you!
#Person1#: Take care, dear! Be careful! Oh Sara, wait a minute! You forget your raincoat and umbrella.
#Person2#: Dad, that's all right. I don't think it will rain. And it doesn't make any sense to take that many things on a trip. Besides I like to travel light. Bye!",#Person1# reminds Sara of several items to pack for the trip. Sara decides not to take them except her ID card because she likes to travel light.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
58,"#Person1#: Can I help you, ma'am.
#Person2#: Yes, will you keep our bags until 6 p. m. ?
#Person1#: Are you all our guests?
#Person2#: Yes, we checked out just now.
#Person1#: Please fill in this form.
#Person2#: Is this all right?
#Person1#: So you are leaving this evening. We keep your bags until 6 p. m. Here's your tag.
#Person2#: Thanks a lot.",#Person2# asks for #Person1#'s help to keep the bags until 6 p.m.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
59,"#Person1#: sorry, Brad. But you are going to have to re-do this.
#Person2#: What's the problem, Ms. Murphy?
#Person1#: It's badly organized. I can't present this to the board.
#Person2#: I'm sorry. Ms. Murphy. I'll re-work it. Can I give it back to you this afternoon?",Ms. Murphy asks Brad to re-do the work badly organized.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
60,"#Person1#: Did you know that drinking beer helps you sing better?
#Person2#: Are you sure? How do you know?
#Person1#: Well, usually people think I'm a terrible singer, but after we all have a few beers, they say I sound a lot better!
#Person2#: Well, I heard that if you drink enough beer, you can speak foreign languages better. . .
#Person1#: Then after a few beers, you'll be singing in Taiwanese?
#Person2#: Maybe. . .","#Person1# says drinking beer helps sing better, but #Person2# heard it helps speaking foreign languages.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
61,"#Person1#: Good afternoon, Miss Qi.
#Person2#: Good afternoon. It's very nice to see you again.
#Person1#: How are you feeling today?
#Person2#: I'm much better. The stomachache is gone, and the doctor is about to give me another endoscope examination to see whether the ulcer has healed.
#Person1#: That's good. Well, these are for you. I hope you will like them.
#Person2#: How beautiful they are! Thank you so much.
#Person1#: I've also brought some magazines for you. I hope they'll keep you from getting bored while you're in the hospital.
#Person2#: You're so thoughtful!
#Person1#: It's time for me to leave. I hope you will recover soon. See you later.
#Person2#: Thank you for coming. Good - bye.",#Person1# visits Miss Qi in the hospital and brings some magazines to keep her from getting bored.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
62,"#Person1#: Amy, you don't look so well. What happened?
#Person2#: Yes. I feel terrible. I have been coughing for the whole morning.
#Person1#: Do you feel anything else?
#Person2#: Yes. I feel chilly and sluggish.
#Person1#: Have you had similar feelings before?
#Person2#: No. This is my first day abroad. I am not sure what is wrong with me.
#Person1#: Don't worry. I believe you are just not agreeing with the local climate. I will get you some medicine. You will be alright after a good rest.
#Person2#: Thank you very much.",Amy feels terrible. #Person1# thinks she's not agreeing with the local climate and will get her some medicine.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
63,"#Person1#: Would you like to order now, madam?
#Person2#: Yes, please. I'd like the steak and mushrooms.
#Person1#: How would you like your steak, rare, medium, or well-done?
#Person2#: I'd like it well done, please.
#Person1#: What kind of potatoes would like to go with that, mushed, boiled, or baked?
#Person2#: I think i have bake potatoes. And i now have ice tea with lemon on the side, please.
#Person1#: Good, and would you care for soup or salad to start with?
#Person2#: I'd like cream onion soup please.
#Person1#: Will you have dessert to be, madam?
#Person2#: I want to skip desert. That is all, thank you.
#Person1#: OK, I'll be with you in a moment.","#Person1# helps #Person2# order a well-done steak, mushrooms, baked potatoes, ice tea, and soup.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
64,"#Person1#: I've been working hard for a whole year. I really need a break.
#Person2#: That's true. You need to take some time off to relax.
#Person1#: You said it. I'm looking forward to my annual vacation.
#Person2#: When are you going to take your vacation?
#Person1#: Later this month. I can't wait!
#Person2#: I really envy you. You know I'm not taking my vacation until December.","#Person1# will take an annual vacation, but #Person2# cannot take it until December.",SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
65,"#Person1#: Waiter, get me rag, please. I have just spilled my wine.
#Person2#: Let me help you.
#Person1#: Thank you. Please bring me some paper napkins.
#Person2#: Here you are.
#Person1#: I think I should be more careful next time.",#Person1# spilled the wine and asks #Person2# for rags.,SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS SOS
